Iteration	Ident	Success
1	p_explore	False
2	p_explore	False
3	p_explore	False
4	p_explore	False
5	p_explore	False
6	p_explore	False
7	p_explore	False
8	p_explore	False
9	p_explore	False
10	p_explore	False
11	p_explore	False
12	p_explore	False
13	p_explore	False
14	p_explore	False
15	p_explore	False
16	p_explore	False
17	p_explore	False
18	p_explore	False
19	p_explore	False
20	p_explore	False
21	p_explore	False
22	p_explore	False
23	p_explore	False
24	p_explore	False
25	p_explore	False
